Date,Store_ID,Product_Category,Product_ID,Quantity_Sold,Price_per_Unit,Discount per_order,Total_Sales,District,State
10/27/2024,DM006,Electronics,P8455,19,208.74,2%,3886.74,Delhi,Delhi
4/22/2024,DM001,Groceries,P7894,50,473.28,23%,18221.28,Mumbai,Maharashtra
2/21/2024,DM003,Stationery,P8853,33,386.11,30%,8919.14,Bangalore,Karnataka
11/6/2024,DM001,Clothing,P5718,50,384.57,10%,17305.65,Mumbai,Maharashtra
7/15/2024,DM010,Electronics,P9237,22,120.85,6%,2499.18,Lucknow,Uttar Pradesh
5/2/2024,DM013,Clothing,P9904,34,497.47,21%,13362.04,Patna,Bihar
4/11/2024,DM001,Home & Kitchen,P1391,1,413.6,17%,343.29,Mumbai,Maharashtra
12/27/2024,DM003,Electronics,P1911,39,74.87,16%,2452.74,Bangalore,Karnataka
6/12/2024,DM019,Electronics,P1868,25,327.37,12%,7202.14,Ranchi,Jharkhand
12/27/2024,DM005,Home & Kitchen,P3615,43,310.71,4%,12826.11,Hyderabad,Telangana
2/6/2024,DM011,Stationery,P5363,5,440.6,30%,1542.1,Chandigarh,Punjab
11/21/2024,DM004,Groceries,P5946,22,299.25,25%,4937.62,Chennai,Tamil Nadu
3/8/2024,DM015,Groceries,P5112,32,426.66,17%,11332.09,Guwahati,Assam
7/25/2024,DM008,Home & Kitchen,P3716,38,107.55,20%,3269.52,Kolkata,West Bengal
10/3/2024,DM006,Groceries,P5864,39,33.32,2%,1273.49,Delhi,Delhi
1/22/2024,DM012,Electronics,P2240,47,139.28,27%,4778.7,Indore,Madhya Pradesh
8/27/2024,DM008,Electronics,P2158,24,17.57,10%,379.51,Kolkata,West Bengal
6/17/2024,DM010,Clothing,P7277,43,300,7%,11997,Lucknow,Uttar Pradesh
5/29/2024,DM008,Home & Kitchen,P9686,18,92.03,20%,1325.23,Kolkata,West Bengal
12/11/2024,DM015,Clothing,P1274,34,133.05,13%,3935.62,Guwahati,Assam
3/9/2024,DM020,Clothing,P8728,50,301.16,21%,11895.82,Panaji,Goa
3/15/2024,DM007,Clothing,P7187,15,205.7,14%,2653.53,Ahmedabad,Gujarat
10/26/2024,DM003,Electronics,P2607,41,221.71,12%,7999.3,Bangalore,Karnataka
1/25/2024,DM012,Groceries,P8754,38,442.51,4%,16142.76,Indore,Madhya Pradesh
10/18/2024,DM003,Stationery,P2164,50,64.41,21%,2544.2,Bangalore,Karnataka
6/11/2024,DM019,Home & Kitchen,P1326,20,205.79,0%,4115.8,Ranchi,Jharkhand
7/19/2024,DM006,Stationery,P9798,49,118.54,10%,5227.61,Delhi,Delhi
7/21/2024,DM018,Groceries,P7504,35,28.54,19%,809.11,Shimla,Himachal Pradesh
11/22/2024,DM014,Groceries,P7289,11,307.58,14%,2909.71,Bhubaneswar,Odisha
4/24/2024,DM008,Clothing,P5449,11,461.55,8%,4670.89,Kolkata,West Bengal
10/26/2024,DM016,Stationery,P1662,46,497.51,28%,16477.53,Thiruvananthapuram,Kerala
12/3/2024,DM003,Stationery,P9609,41,385.51,2%,15489.79,Bangalore,Karnataka
12/28/2024,DM015,Electronics,P5885,41,424.83,19%,14108.6,Guwahati,Assam
6/11/2024,DM019,Home & Kitchen,P2490,2,444.45,10%,800.01,Ranchi,Jharkhand
9/19/2024,DM010,Stationery,P4200,1,190.5,1%,188.59,Lucknow,Uttar Pradesh
12/2/2024,DM001,Stationery,P5175,35,359.35,26%,9307.16,Mumbai,Maharashtra
10/6/2024,DM020,Electronics,P6616,17,166.54,25%,2123.38,Panaji,Goa
8/26/2024,DM017,Clothing,P2504,38,72.38,12%,2420.39,Dehradun,Uttarakhand
7/15/2024,DM012,Stationery,P8621,1,286.14,1%,283.28,Indore,Madhya Pradesh
2/1/2024,DM019,Groceries,P1718,18,472.98,29%,6044.68,Ranchi,Jharkhand
3/25/2024,DM007,Home & Kitchen,P7566,4,397.31,12%,1398.53,Ahmedabad,Gujarat
11/8/2024,DM017,Electronics,P9357,41,26.78,22%,856.42,Dehradun,Uttarakhand
1/8/2024,DM016,Stationery,P8360,31,38.71,10%,1080.01,Thiruvananthapuram,Kerala
2/15/2024,DM013,Electronics,P4178,8,116.52,6%,876.23,Patna,Bihar
2/26/2024,DM016,Clothing,P5908,3,210.9,3%,613.72,Thiruvananthapuram,Kerala
3/8/2024,DM014,Stationery,P5215,49,489.4,24%,18225.26,Bhubaneswar,Odisha
6/1/2024,DM004,Groceries,P1974,29,277.16,25%,6028.23,Chennai,Tamil Nadu
9/17/2024,DM009,Groceries,P4602,38,116.74,22%,3460.17,Jaipur,Rajasthan
3/7/2024,DM007,Groceries,P7290,5,105.27,6%,494.77,Ahmedabad,Gujarat
6/9/2024,DM009,Clothing,P5251,40,223.18,4%,8570.11,Jaipur,Rajasthan
8/26/2024,DM006,Home & Kitchen,P5229,14,103.06,21%,1139.84,Delhi,Delhi
10/7/2024,DM010,Clothing,P5564,16,89.94,15%,1223.18,Lucknow,Uttar Pradesh
2/4/2024,DM016,Stationery,P9401,37,403.48,2%,14630.18,Thiruvananthapuram,Kerala
1/12/2024,DM006,Stationery,P6382,18,458.98,11%,7352.86,Delhi,Delhi
3/11/2024,DM015,Home & Kitchen,P3457,16,157.14,9%,2287.96,Guwahati,Assam
1/18/2024,DM017,Groceries,P9912,45,391.51,19%,14270.54,Dehradun,Uttarakhand
6/10/2024,DM013,Clothing,P4744,41,412.98,25%,12699.14,Patna,Bihar
4/3/2024,DM007,Home & Kitchen,P8524,13,150.97,17%,1628.97,Ahmedabad,Gujarat
5/24/2024,DM008,Groceries,P5507,31,113.38,13%,3057.86,Kolkata,West Bengal
2/20/2024,DM017,Clothing,P2816,2,260.2,0%,520.4,Dehradun,Uttarakhand
3/1/2024,DM013,Clothing,P8611,34,403.3,16%,11518.25,Patna,Bihar
9/22/2024,DM013,Electronics,P3122,27,212.19,15%,4869.76,Patna,Bihar
10/18/2024,DM018,Home & Kitchen,P9707,49,74.51,12%,3212.87,Shimla,Himachal Pradesh
9/6/2024,DM016,Home & Kitchen,P6003,43,289.48,1%,12323.16,Thiruvananthapuram,Kerala
6/15/2024,DM009,Stationery,P8871,23,143.57,11%,2938.88,Jaipur,Rajasthan
5/27/2024,DM005,Groceries,P8124,8,450.71,8%,3317.23,Hyderabad,Telangana
8/11/2024,DM016,Home & Kitchen,P8213,5,481.53,7%,2239.11,Thiruvananthapuram,Kerala
9/23/2024,DM019,Clothing,P1374,44,486.39,29%,15194.82,Ranchi,Jharkhand
4/21/2024,DM011,Groceries,P6071,2,289.57,8%,532.81,Chandigarh,Punjab
9/10/2024,DM017,Clothing,P5751,46,205.57,10%,8510.6,Dehradun,Uttarakhand
4/7/2024,DM016,Electronics,P5020,16,206.29,15%,2805.54,Thiruvananthapuram,Kerala
4/23/2024,DM006,Electronics,P5858,5,91.36,7%,424.82,Delhi,Delhi
2/23/2024,DM016,Stationery,P7951,42,303.3,14%,10955.2,Thiruvananthapuram,Kerala
2/9/2024,DM001,Clothing,P5717,38,406.62,29%,10970.61,Mumbai,Maharashtra
12/12/2024,DM018,Groceries,P3607,28,492.03,19%,11159.24,Shimla,Himachal Pradesh
8/15/2024,DM013,Home & Kitchen,P9143,2,55.28,14%,95.08,Patna,Bihar
9/12/2024,DM001,Groceries,P7150,33,159.39,10%,4733.88,Mumbai,Maharashtra
2/12/2024,DM001,Clothing,P1713,15,115.09,27%,1260.24,Mumbai,Maharashtra
11/11/2024,DM015,Electronics,P4886,7,400.78,27%,2047.99,Guwahati,Assam
5/25/2024,DM016,Electronics,P3365,43,16.41,17%,585.67,Thiruvananthapuram,Kerala
4/13/2024,DM018,Home & Kitchen,P3363,7,280.41,4%,1884.36,Shimla,Himachal Pradesh
10/31/2024,DM010,Groceries,P8936,46,498.52,22%,17886.9,Lucknow,Uttar Pradesh
2/2/2024,DM003,Home & Kitchen,P7988,47,400.89,12%,16580.81,Bangalore,Karnataka
7/31/2024,DM010,Stationery,P3228,46,287.45,14%,11371.52,Lucknow,Uttar Pradesh
4/10/2024,DM002,Clothing,P8525,32,29.99,7%,892.5,Pune,Maharashtra
9/16/2024,DM012,Clothing,P8522,37,449.27,6%,15625.61,Indore,Madhya Pradesh
11/29/2024,DM014,Electronics,P7975,4,155.02,13%,539.47,Bhubaneswar,Odisha
8/5/2024,DM004,Groceries,P8079,15,277.54,25%,3122.33,Chennai,Tamil Nadu
5/15/2024,DM007,Stationery,P2669,30,141.64,23%,3271.88,Ahmedabad,Gujarat
12/6/2024,DM004,Electronics,P6114,34,96.87,22%,2568.99,Chennai,Tamil Nadu
3/26/2024,DM001,Groceries,P4085,3,415.54,6%,1171.82,Mumbai,Maharashtra
2/5/2024,DM014,Clothing,P5412,22,118.47,0%,2606.34,Bhubaneswar,Odisha
1/5/2024,DM010,Electronics,P8901,44,42.46,8%,1718.78,Lucknow,Uttar Pradesh
12/24/2024,DM010,Stationery,P4600,12,464.91,27%,4072.61,Lucknow,Uttar Pradesh
11/29/2024,DM016,Groceries,P9733,5,446.42,16%,1874.96,Thiruvananthapuram,Kerala
11/9/2024,DM006,Electronics,P7066,50,97.83,9%,4451.27,Delhi,Delhi
8/1/2024,DM016,Electronics,P3695,23,493.81,9%,10335.44,Thiruvananthapuram,Kerala
2/28/2024,DM006,Electronics,P7554,38,418.65,12%,13999.66,Delhi,Delhi
12/17/2024,DM012,Electronics,P4381,35,277.17,6%,9118.89,Indore,Madhya Pradesh
5/27/2024,DM003,Clothing,P8966,36,252.17,27%,6627.03,Bangalore,Karnataka
8/16/2024,DM009,Electronics,P2513,31,443.67,26%,10177.79,Jaipur,Rajasthan
2/12/2024,DM007,Groceries,P1384,36,248.93,22%,6989.95,Ahmedabad,Gujarat
7/1/2024,DM008,Electronics,P7645,26,226.21,29%,4175.84,Kolkata,West Bengal
3/8/2024,DM019,Groceries,P3754,32,412.84,8%,12154.01,Ranchi,Jharkhand
4/23/2024,DM017,Stationery,P7084,16,17.69,30%,198.13,Dehradun,Uttarakhand
12/6/2024,DM005,Clothing,P6384,47,358.59,10%,15168.36,Hyderabad,Telangana
12/16/2024,DM019,Groceries,P5221,12,395.01,20%,3792.1,Ranchi,Jharkhand
10/28/2024,DM007,Clothing,P2169,41,71.54,8%,2698.49,Ahmedabad,Gujarat
3/22/2024,DM007,Electronics,P2471,8,18.72,8%,137.78,Ahmedabad,Gujarat
12/3/2024,DM018,Home & Kitchen,P7190,12,190.42,20%,1828.03,Shimla,Himachal Pradesh
11/23/2024,DM001,Electronics,P8695,3,406.56,29%,865.97,Mumbai,Maharashtra
3/15/2024,DM015,Home & Kitchen,P8589,41,76.74,5%,2989.02,Guwahati,Assam
10/22/2024,DM003,Groceries,P2512,32,73.36,30%,1643.26,Bangalore,Karnataka
6/24/2024,DM017,Stationery,P6290,8,482.47,13%,3357.99,Dehradun,Uttarakhand
12/22/2024,DM016,Home & Kitchen,P3149,47,441.59,14%,17849.07,Thiruvananthapuram,Kerala
1/28/2024,DM008,Clothing,P3915,39,375.16,5%,13899.68,Kolkata,West Bengal
5/3/2024,DM012,Home & Kitchen,P2479,24,412.09,29%,7022.01,Indore,Madhya Pradesh
4/28/2024,DM015,Clothing,P2046,47,303.03,3%,13815.14,Guwahati,Assam
12/10/2024,DM004,Stationery,P6158,35,359.98,7%,11717.35,Chennai,Tamil Nadu
6/4/2024,DM004,Clothing,P4792,31,151.71,4%,4514.89,Chennai,Tamil Nadu
3/7/2024,DM001,Stationery,P9536,3,70.82,10%,191.21,Mumbai,Maharashtra
8/20/2024,DM008,Home & Kitchen,P1084,48,499.84,12%,21113.24,Kolkata,West Bengal
5/5/2024,DM004,Stationery,P3807,3,473.55,1%,1406.44,Chennai,Tamil Nadu
8/3/2024,DM015,Home & Kitchen,P6609,6,165.51,3%,963.27,Guwahati,Assam
4/10/2024,DM012,Electronics,P1778,13,136.91,6%,1673.04,Indore,Madhya Pradesh
10/23/2024,DM014,Home & Kitchen,P9086,44,477.83,24%,15978.64,Bhubaneswar,Odisha
10/29/2024,DM009,Electronics,P1949,10,65.54,3%,635.74,Jaipur,Rajasthan
11/11/2024,DM010,Stationery,P5027,44,203.02,5%,8486.24,Lucknow,Uttar Pradesh
10/8/2024,DM015,Groceries,P4776,43,133.67,28%,4138.42,Guwahati,Assam
11/13/2024,DM017,Clothing,P5120,32,217.4,12%,6121.98,Dehradun,Uttarakhand
7/26/2024,DM012,Groceries,P9742,19,203.35,21%,3052.28,Indore,Madhya Pradesh
9/23/2024,DM019,Groceries,P7694,36,283.67,5%,9701.51,Ranchi,Jharkhand
12/31/2024,DM007,Stationery,P6048,44,185.26,23%,6276.61,Ahmedabad,Gujarat
4/12/2024,DM019,Groceries,P9408,15,384.61,26%,4269.17,Ranchi,Jharkhand
1/30/2024,DM012,Electronics,P7700,50,286.52,27%,10457.98,Indore,Madhya Pradesh
8/29/2024,DM001,Home & Kitchen,P6835,50,299.58,4%,14379.84,Mumbai,Maharashtra
4/12/2024,DM003,Stationery,P3136,21,493.9,3%,10060.74,Bangalore,Karnataka
8/17/2024,DM014,Home & Kitchen,P3901,20,486.54,21%,7687.33,Bhubaneswar,Odisha
3/30/2024,DM005,Clothing,P9219,8,67.46,2%,528.89,Hyderabad,Telangana
5/10/2024,DM012,Electronics,P8160,50,253.91,24%,9648.58,Indore,Madhya Pradesh
12/20/2024,DM017,Electronics,P6194,38,394.16,17%,12431.81,Dehradun,Uttarakhand
6/18/2024,DM020,Stationery,P9848,8,399.85,5%,3038.86,Panaji,Goa
11/21/2024,DM007,Clothing,P6333,33,395.81,29%,9273.83,Ahmedabad,Gujarat
11/18/2024,DM010,Home & Kitchen,P9539,48,190.41,7%,8499.9,Lucknow,Uttar Pradesh
11/24/2024,DM013,Home & Kitchen,P8071,7,129.49,4%,870.17,Patna,Bihar
7/17/2024,DM012,Electronics,P5382,29,318.19,3%,8950.68,Indore,Madhya Pradesh
9/29/2024,DM004,Stationery,P6381,32,419,15%,11396.8,Chennai,Tamil Nadu
9/25/2024,DM004,Clothing,P5374,20,228.21,4%,4381.63,Chennai,Tamil Nadu
11/29/2024,DM002,Home & Kitchen,P9238,22,42.19,7%,863.21,Pune,Maharashtra
1/2/2024,DM009,Clothing,P1728,36,217.94,23%,6041.3,Jaipur,Rajasthan
10/14/2024,DM008,Groceries,P9351,7,439.42,3%,2983.66,Kolkata,West Bengal
10/25/2024,DM011,Stationery,P4826,28,79.74,12%,1964.79,Chandigarh,Punjab
4/5/2024,DM001,Clothing,P6223,29,210.11,27%,4448.03,Mumbai,Maharashtra
6/3/2024,DM015,Home & Kitchen,P3083,32,240.76,6%,7242.06,Guwahati,Assam
12/27/2024,DM013,Groceries,P2477,24,87.05,22%,1629.58,Patna,Bihar
4/1/2024,DM019,Stationery,P6660,2,135.63,18%,222.43,Ranchi,Jharkhand
10/11/2024,DM020,Groceries,P8407,47,91.28,27%,3131.82,Panaji,Goa
11/20/2024,DM018,Stationery,P1770,32,410.33,22%,10241.84,Shimla,Himachal Pradesh
3/3/2024,DM009,Home & Kitchen,P2562,6,173.49,18%,853.57,Jaipur,Rajasthan
4/5/2024,DM016,Electronics,P2725,30,244.48,19%,5940.86,Thiruvananthapuram,Kerala
6/1/2024,DM017,Home & Kitchen,P5316,7,312.9,19%,1774.14,Dehradun,Uttarakhand
9/6/2024,DM010,Clothing,P4994,12,324.33,17%,3230.33,Lucknow,Uttar Pradesh
4/26/2024,DM006,Groceries,P7462,37,26.72,19%,800.8,Delhi,Delhi
12/13/2024,DM020,Clothing,P5426,49,377.38,23%,14238.55,Panaji,Goa
7/28/2024,DM015,Groceries,P6996,40,349.65,30%,9790.2,Guwahati,Assam
1/16/2024,DM009,Home & Kitchen,P1912,5,486.08,28%,1749.89,Jaipur,Rajasthan
4/2/2024,DM001,Groceries,P4544,12,356.27,3%,4146.98,Mumbai,Maharashtra
3/23/2024,DM005,Clothing,P1783,21,306.84,13%,5605.97,Hyderabad,Telangana
3/14/2024,DM020,Stationery,P9043,23,311.38,20%,5729.39,Panaji,Goa
9/12/2024,DM001,Stationery,P5740,42,374,15%,13351.8,Mumbai,Maharashtra
6/28/2024,DM010,Electronics,P4666,46,86.19,3%,3845.8,Lucknow,Uttar Pradesh
10/14/2024,DM006,Groceries,P5562,15,469.62,28%,5071.9,Delhi,Delhi
5/25/2024,DM001,Clothing,P4748,6,142.89,15%,728.74,Mumbai,Maharashtra
6/25/2024,DM011,Stationery,P4014,1,299.2,22%,233.38,Chandigarh,Punjab
5/18/2024,DM019,Electronics,P8748,28,293.76,8%,7567.26,Ranchi,Jharkhand
10/15/2024,DM010,Electronics,P9906,49,323.56,19%,12842.1,Lucknow,Uttar Pradesh
2/10/2024,DM001,Stationery,P5103,12,342.02,17%,3406.52,Mumbai,Maharashtra
6/11/2024,DM004,Groceries,P8751,42,286.77,8%,11080.79,Chennai,Tamil Nadu
10/7/2024,DM005,Groceries,P8542,14,322.82,28%,3254.03,Hyderabad,Telangana
5/3/2024,DM002,Electronics,P2123,41,494.23,2%,19858.16,Pune,Maharashtra
7/30/2024,DM004,Home & Kitchen,P7335,1,216.32,14%,186.04,Chennai,Tamil Nadu
2/8/2024,DM017,Home & Kitchen,P1421,29,309.68,8%,8262.26,Dehradun,Uttarakhand
9/27/2024,DM010,Stationery,P1830,27,91.33,21%,1948.07,Lucknow,Uttar Pradesh
7/25/2024,DM010,Home & Kitchen,P5088,46,101.3,10%,4193.82,Lucknow,Uttar Pradesh
12/4/2024,DM007,Electronics,P4221,21,74.72,12%,1380.83,Ahmedabad,Gujarat
6/28/2024,DM011,Clothing,P8299,27,193.01,6%,4898.59,Chandigarh,Punjab
11/26/2024,DM018,Groceries,P9888,9,219.01,7%,1833.11,Shimla,Himachal Pradesh
10/22/2024,DM002,Groceries,P3952,42,201.07,9%,7684.9,Pune,Maharashtra
8/29/2024,DM015,Electronics,P3149,47,445.67,17%,17385.59,Guwahati,Assam
11/27/2024,DM008,Electronics,P9653,12,174.2,9%,1902.26,Kolkata,West Bengal
12/7/2024,DM017,Stationery,P1447,38,39.11,15%,1263.25,Dehradun,Uttarakhand
9/18/2024,DM017,Groceries,P9511,28,341.02,22%,7447.88,Dehradun,Uttarakhand
3/25/2024,DM017,Groceries,P1079,11,92.95,7%,950.88,Dehradun,Uttarakhand
2/12/2024,DM020,Home & Kitchen,P9696,24,38.12,14%,786.8,Panaji,Goa
2/15/2024,DM015,Clothing,P8406,5,182.01,25%,682.54,Guwahati,Assam
5/9/2024,DM013,Clothing,P2848,27,61.73,11%,1483.37,Patna,Bihar
9/5/2024,DM009,Groceries,P3439,36,418.41,9%,13707.11,Jaipur,Rajasthan
1/11/2024,DM020,Clothing,P1036,37,58.51,8%,1991.68,Panaji,Goa
4/18/2024,DM006,Electronics,P7654,12,350.34,2%,4120,Delhi,Delhi
6/16/2024,DM012,Home & Kitchen,P9501,6,357.87,25%,1610.42,Indore,Madhya Pradesh
3/14/2024,DM003,Home & Kitchen,P7462,18,149.69,13%,2344.15,Bangalore,Karnataka
8/23/2024,DM006,Home & Kitchen,P5290,29,137.9,23%,3079.31,Delhi,Delhi
12/2/2024,DM008,Home & Kitchen,P8454,2,493.59,2%,967.44,Kolkata,West Bengal
10/18/2024,DM018,Home & Kitchen,P1653,34,364.46,28%,8921.98,Shimla,Himachal Pradesh
4/2/2024,DM020,Home & Kitchen,P8135,25,287.62,21%,5680.49,Panaji,Goa
3/6/2024,DM016,Home & Kitchen,P9859,38,449.94,10%,15387.95,Thiruvananthapuram,Kerala
8/27/2024,DM003,Stationery,P2273,22,47.21,26%,768.58,Bangalore,Karnataka
7/10/2024,DM002,Groceries,P9215,41,90.7,29%,2640.28,Pune,Maharashtra
12/31/2024,DM008,Electronics,P4456,50,454.74,5%,21600.15,Kolkata,West Bengal
3/23/2024,DM020,Clothing,P4071,25,259.36,27%,4733.32,Panaji,Goa
5/9/2024,DM017,Groceries,P7155,2,430.6,30%,602.84,Dehradun,Uttarakhand
9/11/2024,DM006,Stationery,P2857,4,235.65,6%,886.04,Delhi,Delhi
9/8/2024,DM019,Groceries,P6894,37,68.44,25%,1899.21,Ranchi,Jharkhand
8/5/2024,DM017,Stationery,P5417,24,418.67,23%,7737.02,Dehradun,Uttarakhand
2/2/2024,DM014,Home & Kitchen,P8789,28,263.43,15%,6269.63,Bhubaneswar,Odisha
10/29/2024,DM009,Stationery,P4956,1,401.08,22%,312.84,Jaipur,Rajasthan
1/29/2024,DM007,Electronics,P4503,26,487.73,22%,9891.16,Ahmedabad,Gujarat
11/1/2024,DM012,Electronics,P1836,3,322.8,18%,794.09,Indore,Madhya Pradesh
4/13/2024,DM007,Stationery,P2201,4,271.11,18%,889.24,Ahmedabad,Gujarat
11/19/2024,DM020,Groceries,P2865,49,426.21,13%,18169.33,Panaji,Goa
11/21/2024,DM019,Electronics,P3561,39,494.62,14%,16589.55,Ranchi,Jharkhand
9/5/2024,DM019,Groceries,P2993,19,128.4,6%,2293.22,Ranchi,Jharkhand
6/30/2024,DM020,Stationery,P5293,2,356.86,15%,606.66,Panaji,Goa
12/22/2024,DM015,Groceries,P1923,20,390.26,30%,5463.64,Guwahati,Assam
9/15/2024,DM013,Clothing,P9064,33,467.48,21%,12187.2,Patna,Bihar
1/11/2024,DM019,Groceries,P6255,50,428.14,7%,19908.51,Ranchi,Jharkhand
1/7/2024,DM012,Home & Kitchen,P6778,32,315,2%,9878.4,Indore,Madhya Pradesh
10/2/2024,DM020,Electronics,P2991,33,175.68,0%,5797.44,Panaji,Goa
5/4/2024,DM009,Home & Kitchen,P9321,21,334.37,22%,5476.98,Jaipur,Rajasthan
1/4/2024,DM018,Home & Kitchen,P1061,13,117.33,17%,1265.99,Shimla,Himachal Pradesh
9/4/2024,DM004,Clothing,P6010,3,279.83,18%,688.38,Chennai,Tamil Nadu
10/3/2024,DM003,Clothing,P3408,14,343.7,2%,4715.56,Bangalore,Karnataka
8/9/2024,DM014,Stationery,P1088,19,77.96,30%,1036.87,Bhubaneswar,Odisha
6/19/2024,DM013,Groceries,P3035,39,267.1,9%,9479.38,Patna,Bihar
6/10/2024,DM020,Electronics,P7870,8,42.28,2%,331.48,Panaji,Goa
12/24/2024,DM015,Electronics,P8459,8,367.85,12%,2589.66,Guwahati,Assam
11/24/2024,DM014,Clothing,P5471,40,398.19,28%,11467.87,Bhubaneswar,Odisha
10/27/2024,DM011,Home & Kitchen,P2573,10,53.63,29%,380.77,Chandigarh,Punjab
11/14/2024,DM003,Home & Kitchen,P5367,28,271.7,28%,5477.47,Bangalore,Karnataka
4/14/2024,DM018,Clothing,P9486,35,487.81,20%,13658.68,Shimla,Himachal Pradesh
5/6/2024,DM004,Home & Kitchen,P3332,32,192.53,14%,5298.43,Chennai,Tamil Nadu
7/23/2024,DM009,Groceries,P7615,11,403.84,26%,3287.26,Jaipur,Rajasthan
3/30/2024,DM020,Groceries,P3504,18,129.37,22%,1816.35,Panaji,Goa
5/29/2024,DM006,Clothing,P6068,21,230.17,23%,3721.85,Delhi,Delhi
4/22/2024,DM020,Home & Kitchen,P9416,24,75.9,12%,1603.01,Panaji,Goa
11/9/2024,DM015,Electronics,P5908,1,61.74,1%,61.12,Guwahati,Assam
12/28/2024,DM017,Electronics,P6062,12,144.68,25%,1302.12,Dehradun,Uttarakhand
3/8/2024,DM014,Stationery,P1469,50,294.21,9%,13386.55,Bhubaneswar,Odisha
5/31/2024,DM018,Electronics,P3072,41,292.25,14%,10304.74,Shimla,Himachal Pradesh
4/22/2024,DM011,Clothing,P3775,12,274.25,15%,2797.35,Chandigarh,Punjab
7/20/2024,DM018,Home & Kitchen,P6442,1,451.58,17%,374.81,Shimla,Himachal Pradesh
3/17/2024,DM006,Home & Kitchen,P3055,25,131.94,19%,2671.79,Delhi,Delhi
11/18/2024,DM016,Clothing,P1782,22,118.77,6%,2456.16,Thiruvananthapuram,Kerala
12/17/2024,DM016,Clothing,P8678,9,41.17,29%,263.08,Thiruvananthapuram,Kerala
1/8/2024,DM020,Stationery,P4147,11,157.23,15%,1470.1,Panaji,Goa
11/5/2024,DM015,Clothing,P2244,34,13.64,16%,389.56,Guwahati,Assam
5/2/2024,DM004,Stationery,P8340,46,57.38,15%,2243.56,Chennai,Tamil Nadu
3/15/2024,DM019,Groceries,P2900,47,177.62,22%,6511.55,Ranchi,Jharkhand
7/9/2024,DM006,Electronics,P5325,13,87.69,7%,1060.17,Delhi,Delhi
11/18/2024,DM009,Groceries,P4442,5,276.98,30%,969.43,Jaipur,Rajasthan
12/8/2024,DM003,Electronics,P1515,18,402.71,22%,5654.05,Bangalore,Karnataka
9/23/2024,DM004,Electronics,P6661,3,161.47,10%,435.97,Chennai,Tamil Nadu
1/30/2024,DM003,Stationery,P8461,16,194.22,26%,2299.56,Bangalore,Karnataka
4/6/2024,DM020,Clothing,P5800,11,279.94,10%,2771.41,Panaji,Goa
12/30/2024,DM001,Home & Kitchen,P9123,27,153.95,8%,3824.12,Mumbai,Maharashtra
4/12/2024,DM004,Groceries,P2918,31,69.94,11%,1929.64,Chennai,Tamil Nadu
7/16/2024,DM005,Stationery,P4185,10,150.44,19%,1218.56,Hyderabad,Telangana
4/17/2024,DM007,Stationery,P1185,34,170.2,17%,4803.04,Ahmedabad,Gujarat
2/14/2024,DM006,Clothing,P5321,13,456.62,27%,4333.32,Delhi,Delhi
3/5/2024,DM013,Stationery,P7560,24,58.37,14%,1204.76,Patna,Bihar
4/20/2024,DM015,Stationery,P4868,48,43.32,6%,1954.6,Guwahati,Assam
11/29/2024,DM002,Electronics,P1799,7,176.98,22%,966.31,Pune,Maharashtra
5/5/2024,DM010,Groceries,P6954,37,343.73,19%,10301.59,Lucknow,Uttar Pradesh
11/8/2024,DM011,Groceries,P9268,21,426.6,8%,8241.91,Chandigarh,Punjab
3/21/2024,DM007,Home & Kitchen,P6525,30,33.44,3%,973.1,Ahmedabad,Gujarat
12/31/2024,DM009,Stationery,P7398,19,487.64,29%,6578.26,Jaipur,Rajasthan
10/20/2024,DM010,Stationery,P8276,11,283.08,10%,2802.49,Lucknow,Uttar Pradesh
4/25/2024,DM015,Clothing,P4144,36,356.16,0%,12821.76,Guwahati,Assam
4/7/2024,DM010,Stationery,P7286,37,269.86,12%,8786.64,Lucknow,Uttar Pradesh
1/19/2024,DM009,Groceries,P8561,32,381.94,22%,9533.22,Jaipur,Rajasthan
6/13/2024,DM005,Clothing,P9459,30,450.33,18%,11078.12,Hyderabad,Telangana
2/19/2024,DM004,Home & Kitchen,P3043,32,102.08,10%,2939.9,Chennai,Tamil Nadu
6/23/2024,DM005,Clothing,P6815,47,337.88,28%,11433.86,Hyderabad,Telangana
6/1/2024,DM001,Stationery,P9600,7,291.78,13%,1776.94,Mumbai,Maharashtra
6/10/2024,DM008,Stationery,P6859,3,388.27,25%,873.61,Kolkata,West Bengal
4/1/2024,DM003,Stationery,P2776,39,306.33,26%,8840.68,Bangalore,Karnataka
8/14/2024,DM018,Groceries,P6094,17,436.62,28%,5344.23,Shimla,Himachal Pradesh
5/2/2024,DM006,Home & Kitchen,P1322,19,316.78,27%,4393.74,Delhi,Delhi
6/20/2024,DM008,Clothing,P4565,30,394.18,21%,9342.07,Kolkata,West Bengal
6/17/2024,DM017,Home & Kitchen,P8375,32,32.99,14%,907.88,Dehradun,Uttarakhand
4/21/2024,DM013,Clothing,P1911,1,273.34,12%,240.54,Patna,Bihar
2/19/2024,DM009,Clothing,P4894,10,346.42,0%,3464.2,Jaipur,Rajasthan
12/25/2024,DM006,Clothing,P7719,40,367.19,26%,10868.82,Delhi,Delhi
3/11/2024,DM005,Electronics,P4279,2,410.23,10%,738.41,Hyderabad,Telangana
1/31/2024,DM019,Clothing,P8806,28,139.83,0%,3915.24,Ranchi,Jharkhand
